names,timestamp,robbery,rashdriving,violence,kidnapping,murder,latitude,longitude
Purva Skywood bangalore,07-03-2020 16:15,0,0,1,0,0,13.0544261,77.7252647
Godrej E-City bangalore,06-03-2020 20:30,0,0,1,0,0,13.0544515,77.7252647
Mamtha Elite bangalore,04-03-2020 14:30,0,1,0,0,0,13.0544515,77.7256322
Salarpuria Sattva Divinity bangalore,06-03-2020 10:10,0,0,1,0,0,13.0544515,77.7256322
SNN Raj Etternia bangalore,06-03-2020 11:30,0,1,0,0,0,13.0544515,77.7256322
Ozone Urbana Avenue bangalore,06-03-2020 01:35,0,0,1,0,0,13.0547139,77.7256322
Prestige Royal Garden 1 bangalore,28-02-2020 22:00,0,1,0,0,0,13.0547139,77.7262083
DS Max Status bangalore,06-03-2020 10:10,0,0,1,0,0,13.0547139,77.7262083
Saranya Sreshta bangalore,05-03-2020 22:20,0,1,0,0,0,13.0547139,77.7262083
Sowparnika Purple Rose bangalore,03-03-2020 04:10,0,0,1,0,0,13.0547182,77.7262083
Pranavas BSR Gitaaar bangalore,05-03-2020 22:00,0,0,0,0,1,13.0547182,77.7264103
Dhammanagi Kings Ville bangalore,04-03-2020 22:00,0,0,1,0,0,13.0547182,77.7264103
Shriram Summitt bangalore,28-02-2020 22:10,0,0,1,0,0,13.0547182,77.7264103
Sobha Ruby bangalore,07-03-2020 21:10,0,0,1,0,0,13.0549285,77.7264103
Salarpuria Sattva Opus bangalore,28-02-2020 19:20,0,0,1,0,0,13.0549285,77.7264103
Fortius Under The Sun bangalore,03-03-2020 21:20,0,0,1,0,0,13.0549285,77.7264103
SSVR Fairy Bells bangalore,04-03-2020 18:00,1,0,0,0,0,13.0549285,77.7264103
Prestige Monte Carlo bangalore,03-03-2020 12:50,0,1,0,0,0,13.0550595,77.726751
Sai Vrushabadri Towers bangalore,04-03-2020 08:30,0,0,1,0,0,13.0550595,77.726751
Mahaveer Palatium bangalore,03-03-2020 13:00,0,1,0,0,0,13.0550595,77.726751
Platina Exotica bangalore,05-03-2020 19:05,1,0,0,0,0,13.0550595,77.726751
Akruthi Spring Woods bangalore,05-03-2020 18:15,0,0,1,0,0,13.0559341,77.7267615
Mahendra Aarna bangalore,28-02-2020 19:50,0,0,1,0,0,13.0559341,77.7267615
SNR Windmill bangalore,07-03-2020 13:35,0,0,0,1,0,13.0559341,77.7267615
Salarpuria Sattva Misty Charm bangalore,01-03-2020 17:20,0,1,0,0,0,13.0559341,77.7267615
Nava Vedantha bangalore,04-03-2020 22:00,0,0,1,0,0,13.0559515,77.727032
DSR White Waters Phase II bangalore,03-03-2020 14:10,0,0,0,1,0,13.0559515,77.727032
Gnana Bhoomi bangalore,04-03-2020 13:30,0,0,1,0,0,13.0559515,77.727032
Niranjan Tridha bangalore,04-03-2020 18:00,1,0,0,0,0,13.0563101,77.7274439
Sidvin Grace Apartment bangalore,28-02-2020 10:30,0,1,0,0,0,13.0563101,77.7274439
HM Indigo bangalore,05-03-2020 18:45,1,0,0,0,0,13.0563101,77.7274439
GM Infinite E City Town Phase II bangalore,28-02-2020 19:45,0,1,0,0,0,13.0563101,77.7274439
Purva Northern Waves bangalore,03-03-2020 20:05,1,0,0,0,0,13.0569,77.7276819
Gopalan Olympia bangalore,07-03-2020 14:00,1,0,0,0,0,13.0569,77.7276819
Chowriappa Constellation bangalore,28-02-2020 13:00,0,0,1,0,0,13.0569,77.7276819
Sowparnika Tharangini bangalore,05-03-2020 19:10,1,0,0,0,0,13.0569,77.7281167
Vaishnavi Serene bangalore,07-03-2020 22:55,0,1,0,0,0,13.0571116,77.7281167
Shriram Suhaana bangalore,28-02-2020 22:30,0,0,0,1,0,13.0571116,77.7281167
GK Tropical Springs bangalore,28-02-2020 19:00,0,0,1,0,0,13.0571116,77.7281167
Prestige Park View bangalore,01-03-2020 12:20,0,1,0,0,0,13.0590857,77.7281167
Dhammanagi Kings Ville bangalore,05-03-2020 22:00,0,0,0,0,1,13.0590857,77.7281167
Nandi Citadel bangalore,28-02-2020 22:00,0,0,0,1,0,13.0590857,77.7281167
SV Spring Woods bangalore,03-03-2020 20:05,0,0,1,0,0,13.0591532,77.7281167
Sumadhura Silver Ripples bangalore,28-02-2020 21:00,1,0,0,0,0,13.0591532,77.7296121
RNS Shrinikethan bangalore,03-01-2020 16:30,1,0,0,0,0,13.0591532,77.7296121
Shapoorji Pallonji ParkWest Mahogany bangalore,01-03-2020 17:30,0,1,0,0,0,13.0591532,77.7296121
ELV KingsLand bangalore,28-02-2020 23:50,0,0,1,0,0,13.059249,77.7300865
Veohm Cedar Woods bangalore,07-03-2020 14:00,1,0,0,0,0,13.059249,77.7300865
Saf Snowdrops bangalore,01-03-2020 12:05,1,0,0,0,0,13.059249,77.7300865
Aishwarya Splendour bangalore,05-03-2020 13:15,0,0,1,0,0,13.059249,77.7300865
GM Infinite E City Town Phase II bangalore,03-03-2020 22:50,0,0,1,0,0,13.0601142,77.7301136
The Central Regency Address bangalore,07-03-2020 19:05,0,1,0,0,0,13.0601142,77.7301136
Kolte Patil Mirabilis bangalore,06-03-2020 01:35,0,0,1,0,0,13.0601142,77.7301136
Tirumala Heights bangalore,03-03-2020 14:10,0,0,0,1,0,13.0601142,77.7301136
SLV Central park bangalore,01-03-2020 15:20,0,1,0,0,0,13.0606229,77.7302936
Mahaveer Zephyr bangalore,07-03-2020 18:00,0,0,1,0,0,13.0606229,77.7302936
Uniidus Breeze bangalore,03-03-2020 11:20,0,1,0,0,0,13.0606229,77.7302936
Plama Heights bangalore,04-03-2020 18:30,0,0,1,0,0,13.0606229,77.7302936
Aswani Aaeesha bangalore,01-03-2020 18:25,0,0,1,0,0,13.0606714,77.7311262
MJ Lifestyle Astro bangalore,06-03-2020 01:35,0,0,1,0,0,13.0606714,77.7311262
SSVR Iris bangalore,28-02-2020 13:30,0,0,0,1,0,13.0606714,77.7311262
Mantri Tranquil bangalore,28-02-2020 22:10,0,1,0,0,0,13.0606714,77.7311262
DSMAX SKYCLASSIC bangalore,01-03-2020 12:00,1,0,0,0,0,13.060724,77.731264
Hiranandani Queensgate bangalore,05-03-2020 18:45,1,0,0,0,0,13.060724,77.731264
Nagarjuna Maple Heights bangalore,03-03-2020 20:10,1,0,0,0,0,13.060724,77.731264
Veracious Vani Vilas bangalore,07-03-2020 21:20,0,0,1,0,0,13.060724,77.731264
Adarsh Palm Retreat Condominiums bangalore,28-02-2020 22:00,1,0,0,0,0,13.0608351,77.7316052
DS Max Sankalp Manor bangalore,07-03-2020 17:00,0,0,1,0,0,13.0608351,77.7316052
Columbia Belleza bangalore,28-02-2020 19:00,0,0,1,0,0,13.0608351,77.7316052
Hatha Coco Nest bangalore,28-02-2020 19:20,0,0,1,0,0,13.0608351,77.7316052
SS Vrudhi bangalore,05-03-2020 07:30,0,1,0,0,0,13.0609295,77.7316052
The Magic Faraway Tree bangalore,28-02-2020 13:00,0,0,1,0,0,13.0609295,77.7316052
Sobha Chrysanthemum bangalore,06-03-2020 17:25,0,0,1,0,0,13.0609295,77.7316052
Ramky One North bangalore,03-03-2020 14:00,0,0,1,0,0,13.0610879,77.7324062
Aratt Cityscapes Villa bangalore,06-03-2020 13:45,0,1,0,0,0,13.0610879,77.7324062
Provident Rays Of Dawn bangalore,28-02-2020 15:30,0,0,1,0,0,13.0610879,77.7324062
Aashrayaa Eternia bangalore,05-03-2020 19:05,1,0,0,0,0,13.0611983,77.7324062
Sumukha Emerald bangalore,07-03-2020 13:35,0,0,0,1,0,13.0611983,77.7328695
Countryside Raindance bangalore,28-02-2020 08:40,0,1,0,0,0,13.0611983,77.7328695
Sai Charan Hill View bangalore,07-03-2020 21:05,0,0,1,0,0,13.0611983,77.7328695
NM Sai Sunshine bangalore,01-03-2020 11:45,0,0,1,0,0,13.0611983,77.7328695
ELV KingsLand bangalore,03-03-2020 16:00,1,0,0,0,0,13.0611983,77.7333818
Bren Trillium bangalore,07-03-2020 13:00,0,0,1,0,0,13.0611983,77.7333818
Habitat Crest bangalore,07-03-2020 14:00,1,0,0,0,0,13.0611983,77.7333818
Golden Leaf Luxury Apartment bangalore,01-03-2020 18:35,0,0,1,0,0,13.0611983,77.7333818
Sri Balaji Monarch bangalore,04-03-2020 21:30,0,1,0,0,0,13.0611983,77.7336308
Ajmera Lugaano bangalore,01-03-2020 12:00,1,0,0,0,0,13.0611983,77.7336308
Adhishree SunShine bangalore,28-02-2020 08:40,0,1,0,0,0,13.0611983,77.7336308
Hatha Coco Nest bangalore,04-03-2020 21:00,0,1,0,0,0,13.0611983,77.7336308
BSR Towers bangalore,01-03-2020 15:30,0,0,0,1,0,13.0611983,77.7336308
Assetz Soul & Soil bangalore,05-03-2020 23:00,0,0,1,0,0,13.0611983,77.7336308
Mahaveer Cygnet bangalore,28-02-2020 17:00,0,0,0,1,0,13.0616882,77.7336308
DS Max Splendid bangalore,07-03-2020 22:55,0,1,0,0,0,13.0616882,77.7336308
Soni Tranquil bangalore,04-03-2020 13:40,0,1,0,0,0,13.0616882,77.7338514
NR Windgates bangalore,01-03-2020 16:20,0,1,0,0,0,13.0616882,77.7338514
Aratt Milano bangalore,28-02-2020 13:30,0,0,0,1,0,13.0617529,77.7338514
Garuda Vista bangalore,03-03-2020 23:40,0,0,0,1,0,13.0617529,77.7340972
Vestaa Lushes bangalore,28-02-2020 19:25,0,0,1,0,0,13.0617529,77.7340972
Bluejay Malgudi bangalore,06-03-2020 11:40,0,0,1,0,0,13.0617529,77.7340972
KR Grand View Heights bangalore,05-03-2020 20:00,0,1,0,0,0,13.062335,77.7340972
MN Guru Gokulam bangalore,06-03-2020 20:30,0,0,1,0,0,13.062335,77.7340972
Patel Smondoville bangalore,01-03-2020 15:15,0,0,1,0,0,13.062335,77.7340972
SV Lakshmi Nivas bangalore,03-03-2020 14:00,0,0,1,0,0,13.062335,77.7340972
The Manya Magna Ville bangalore,01-03-2020 00:55,0,1,0,0,0,13.0624834,77.7340972
SNN Clermont bangalore,05-03-2020 07:30,0,1,0,0,0,13.0624834,77.7340972
Sri Balaji Monarch bangalore,05-03-2020 22:20,0,1,0,0,0,13.0624834,77.7340972
JR Nexus bangalore,06-03-2020 01:35,0,0,1,0,0,13.0624834,77.7340972
Krishna Arya Elegant bangalore,28-02-2020 23:50,0,0,1,0,0,13.0624992,77.7341204
Ds Max Sherwood bangalore,03-03-2020 16:10,0,1,0,0,0,13.0624992,77.7341204
Ozone Evergreens bangalore,28-02-2020 19:00,0,0,1,0,0,13.0624992,77.7341204
Prestige Park View bangalore,01-03-2020 15:20,1,0,0,0,0,13.0624992,77.7341204
Sriven Rag Meridian bangalore,03-03-2020 23:40,0,0,0,1,0,13.0626596,77.7341204
Mana Foliage bangalore,04-03-2020 18:30,0,0,1,0,0,13.0626596,77.7341204
Aratt Cityscapes Apartment bangalore,03-03-2020 20:05,0,0,1,0,0,13.0626596,77.7341204
S2 Homes Butterfly Gardens bangalore,05-03-2020 19:10,1,0,0,0,0,13.0626596,77.7342541
JK Suchiraa Villas bangalore,03-03-2020 16:00,1,0,0,0,0,13.0629474,77.7342541
Legacy Cataleya bangalore,04-03-2020 13:30,0,0,1,0,0,13.0629474,77.7342541
Atco Sapphire bangalore,01-03-2020 12:00,1,0,0,0,0,13.0629474,77.7342541
MJR Clique Hercules bangalore,06-03-2020 17:30,0,1,0,0,0,13.0629474,77.7343688
Sansidh Galaxy bangalore,01-03-2020 11:45,0,0,1,0,0,13.0630984,77.7343688
Arna Meadows bangalore,01-03-2020 22:30,1,0,0,0,0,13.0630984,77.7343688
Legacy Cataleya bangalore,28-02-2020 22:00,0,0,1,0,0,13.0630984,77.7343688
Citrus Florence bangalore,01-03-2020 12:05,1,0,0,0,0,13.0630984,77.7347463
Skav Ohana bangalore,28-02-2020 13:00,0,0,1,0,0,13.063187,77.7347463
Sekhar Casa Bianca bangalore,01-03-2020 12:05,1,0,0,0,0,13.063187,77.7347463
Jayanth Santis bangalore,03-03-2020 12:50,0,1,0,0,0,13.063187,77.7347463
Mythri Arteor bangalore,28-02-2020 11:00,0,0,1,0,0,13.063187,77.7347721
Damden Vivo bangalore,03-03-2020 14:10,0,0,0,1,0,13.0631903,77.7347721
Taapasi Rosevista bangalore,04-03-2020 18:30,0,0,1,0,0,13.0631903,77.7347721
Veohm Cedar Woods bangalore,04-03-2020 21:00,0,1,0,0,0,13.0631903,77.7347721
Nitesh Cape Cod bangalore,06-03-2020 20:45,0,0,0,1,0,13.0639183,77.7355337
Desai Grandeur bangalore,03-03-2020 20:05,1,0,0,0,0,13.0639183,77.7355337
Royale Township bangalore,03-03-2020 15:30,1,0,0,0,0,13.0639183,77.7355337
Arvind Oasis bangalore,05-03-2020 13:30,0,0,1,0,0,13.0639183,77.735935
Shravanthi Sunniva Willow bangalore,03-03-2020 12:50,0,1,0,0,0,13.0639183,77.735935
Adithya Garden  bangalore,28-02-2020 10:30,0,1,0,0,0,13.0639183,77.735935
Reliaable Residenza bangalore,05-03-2020 14:00,0,1,0,0,0,13.0639183,77.735935
Saiven Siesta bangalore,05-03-2020 18:45,1,0,0,0,0,13.0639183,77.736761
Pioneer Kingstown bangalore,07-03-2020 12:10,0,1,0,0,0,13.0643327,77.736761
New India Tanzanite bangalore,05-03-2020 19:10,0,1,0,0,0,13.0643327,77.736761
Land Capital Primero bangalore,03-03-2020 20:40,0,1,0,0,0,13.0643327,77.7367999
Ruchira Aarna Homes bangalore,05-03-2020 06:15,0,1,0,0,0,13.0643327,77.7367999
Nitesh Cape Cod bangalore,04-03-2020 08:30,0,0,1,0,0,13.064828,77.7367999
Artha Reviera bangalore,06-03-2020 11:40,0,0,1,0,0,13.064828,77.7367999
Total Environment After The Rain bangalore,07-03-2020 18:00,0,0,1,0,0,13.064828,77.7370902
ARK Cloud City bangalore,28-02-2020 08:00,0,0,0,1,0,13.064828,77.7370902
Sashank Aavaas bangalore,01-03-2020 22:30,1,0,0,0,0,13.0654977,77.7370902
Canary Woods bangalore,03-03-2020 22:50,0,0,1,0,0,13.0654977,77.7370902
Mahaveer Ranches bangalore,04-03-2020 14:30,0,1,0,0,0,13.0654977,77.7373607
SSVR Iris bangalore,07-03-2020 20:40,0,1,0,0,0,13.0654977,77.7373607
Bhartiya City Nikoo Homes bangalore,28-02-2020 21:45,0,0,1,0,0,13.0655118,77.7373607
Ozone Urbana Township bangalore,05-03-2020 14:00,0,1,0,0,0,13.0655118,77.7374738
Sobha City Santorini bangalore,01-03-2020 15:20,1,0,0,0,0,13.0655118,77.7374738
RJ Brooke Square bangalore,03-03-2020 03:15,0,1,0,0,0,13.0657555,77.7374738
Jayanth Santis bangalore,28-02-2020 15:50,1,0,0,0,0,13.0657555,77.7374738
Mahaveer Horizon bangalore,05-03-2020 14:55,1,0,0,0,0,13.0657555,77.7376639
Prestige Park View bangalore,07-03-2020 14:50,0,1,0,0,0,13.0657555,77.7376639
Purva Westend bangalore,05-03-2020 18:15,0,0,1,0,0,13.0658986,77.7376639
Salarpuria Sattva Greenage bangalore,06-03-2020 13:45,0,1,0,0,0,13.0658986,77.7376639
Sanvi Sunrise bangalore,03-03-2020 20:05,1,0,0,0,0,13.0658986,77.7379568
Brigade Cosmopolis - Phase 1 & 2 bangalore,07-03-2020 18:05,1,0,0,0,0,13.0658986,77.7379568
Vaishno Solitaire bangalore,03-03-2020 23:40,0,0,0,1,0,13.0663138,77.7379568
Dharanis Prakruthi Park bangalore,28-02-2020 15:40,0,0,1,0,0,13.0663138,77.7379568
MBR Suave bangalore,03-03-2020 20:10,1,0,0,0,0,13.0663138,77.7388028
Disha Courtyard bangalore,07-03-2020 19:05,0,1,0,0,0,13.0663138,77.7388028
Pavani Sarovar bangalore,05-03-2020 19:30,1,0,0,0,0,13.0663641,77.7388028
Mythri Arteor bangalore,05-03-2020 13:15,0,0,1,0,0,13.0663641,77.7388028
Sowparnika Flamenco bangalore,05-03-2020 14:55,1,0,0,0,0,13.0663641,77.7388028
Nitesh Hyde Park bangalore,06-03-2020 20:45,0,0,0,1,0,13.0663641,77.7388028
Ozone Urbana Avenue bangalore,07-03-2020 16:00,0,1,0,0,0,13.0666284,77.7388028
Narmada Sri Heights bangalore,01-03-2020 16:05,0,0,0,1,0,13.0666284,77.7388028
The Central Regency Address bangalore,06-03-2020 13:45,0,1,0,0,0,13.0666284,77.7388622
Garuda Blossom bangalore,28-02-2020 14:10,0,0,1,0,0,13.0666284,77.7388622
GRC Brundavan bangalore,7/3/2020 16.42 ,0,0,1,0,0,13.06663,77.7388622
LGCL New Life Villas bangalore,04-03-2020 20:00,0,0,1,0,0,13.06663,77.7388622
NS Paradise Township bangalore,05-03-2020 14:00,0,1,0,0,0,13.06663,77.7389044
Asrithas Grand Living bangalore,03-03-2020 12:50,0,1,0,0,0,13.06663,77.7389044
Arvind Skylands bangalore,28-02-2020 14:25,0,0,1,0,0,13.0668077,77.7389044
GP North Avenue bangalore,07-03-2020 23:45,0,1,0,0,0,13.0668077,77.7390325
Jains Aashraya bangalore,03-03-2020 19:45,1,0,0,0,0,13.0668077,77.7390325
MIMS Residency bangalore,04-03-2020 20:00,0,0,1,0,0,13.0668077,77.7390325
Pionier Lifestyle bangalore,06-03-2020 17:30,0,1,0,0,0,13.0669963,77.7390325
Bhadra Legacy bangalore,03-03-2020 12:50,0,1,0,0,0,13.0669963,77.7397329
Cansa Dhiya bangalore,07-03-2020 17:00,0,0,1,0,0,13.0669963,77.7397329
NVT Arcot Vaksana bangalore,28-02-2020 00:00,1,0,0,0,0,13.0669963,77.7397329
Ozone Urbana bangalore,05-03-2020 18:15,0,0,1,0,0,13.0679382,77.7397329
Klassik Landmark Phase 2 bangalore,06-03-2020 17:25,0,0,1,0,0,13.0679382,77.7397329
SK Daisy bangalore,28-02-2020 19:25,0,0,1,0,0,13.0679382,77.7397329
TATA The Promont bangalore,05-03-2020 14:25,0,1,0,0,0,13.0679382,77.7397329
RBD Stillwaters bangalore,03-03-2020 16:00,1,0,0,0,0,13.0683918,77.7397329
Prestige Summer Fields bangalore,28-02-2020 15:50,0,0,1,0,0,13.0683918,77.7399015
Radiant Elitaire bangalore,05-03-2020 15:40,0,1,0,0,0,13.0683918,77.7399015
Maa Nivasam bangalore,05-03-2020 14:25,0,1,0,0,0,13.0690275,77.7399015
Kolte Patil I TOWERS Exente bangalore,04-03-2020 17:00,0,0,0,0,1,13.0690275,77.7399015
L&T Raintree Boulevard bangalore,03-03-2020 22:50,0,0,1,0,0,13.0690275,77.7401083
Pioneer KRS Park Royal bangalore,01-03-2020 12:00,1,0,0,0,0,13.0690275,77.7401083
The Central Regency Address bangalore,01-03-2020 15:20,0,0,0,1,0,13.0694552,77.7401083
Sunland Serene Hills bangalore,01-03-2020 15:25,0,1,0,0,0,13.0694552,77.7401083
Shriram Codename Break Free bangalore,03-03-2020 13:00,0,1,0,0,0,13.0694552,77.7401083
Maysons Udbhava bangalore,07-03-2020 18:05,1,0,0,0,0,13.0694552,77.7401083
Century Breeze bangalore,01-03-2020 22:30,1,0,0,0,0,13.0694552,77.7401083
Ajmera Annex bangalore,07-03-2020 12:20,0,1,0,0,0,13.0694552,77.7401083
Brigade Atmosphere bangalore,07-03-2020 21:20,0,0,1,0,0,13.0694552,77.7402329
Purva The Sound Of Water bangalore,06-03-2020 20:30,0,0,1,0,0,13.0694552,77.7402329
Shriram Codename Break Free bangalore,28-02-2020 22:00,1,0,0,0,0,13.0694591,77.7405079
Fortius Waterscape bangalore,7/3/2020 16.42 ,0,0,1,0,0,13.0694591,77.7405079
Concorde Spring Meadows bangalore,04-03-2020 09:00,0,0,1,0,0,13.0694591,77.7405079
Skav Ohana bangalore,05-03-2020 00:45,0,0,1,0,0,13.0694591,77.7405079
Sobha Eternia bangalore,03-03-2020 20:40,0,1,0,0,0,13.0698545,77.7405942
Grand Gandharva bangalore,04-03-2020 19:05,0,1,0,0,0,13.0698545,77.7405942
Aryan Fountain Square bangalore,03-03-2020 17:40,0,1,0,0,0,13.0698545,77.7405942
Brigade Atmosphere bangalore,28-02-2020 17:00,0,1,0,0,0,13.0698545,77.7405942
ATZ Estrella bangalore,28-02-2020 19:25,0,0,1,0,0,13.0698679,77.7414335
Kolte Patil Raaga bangalore,05-03-2020 06:15,0,1,0,0,0,13.0698679,77.7414335
Mantri Glades bangalore,01-03-2020 15:15,0,0,1,0,0,13.0698679,77.7414335
BSR Sunshine bangalore,28-02-2020 12:00,1,0,0,0,0,13.0698679,77.7414335
Shriram Chirping Woods Villament bangalore,07-03-2020 22:55,0,1,0,0,0,13.0708496,77.741577
S2 Avantikaa bangalore,01-03-2020 15:25,0,1,0,0,0,13.0708496,77.741577
Sai Sowbagya bangalore,03-03-2020 13:40,0,1,0,0,0,13.0708496,77.741577
Aratt Milano bangalore,05-03-2020 23:00,0,0,1,0,0,13.0708496,77.741577
LGCL Luxuriate bangalore,03-03-2020 13:40,0,1,0,0,0,13.0708496,77.7417992
Prestige Lakeside Habitat bangalore,7/3/2020 17.28,0,0,1,0,0,13.0708496,77.7417992
Kolte Patil Raaga bangalore,01-03-2020 00:55,0,1,0,0,0,13.0708496,77.7417992
Adiga 100 trees bangalore,07-03-2020 20:20,1,0,0,0,0,13.0713565,77.7418874
Purva Westend bangalore,28-02-2020 20:30,0,0,1,0,0,13.0713565,77.7418874
Casa Gopalan bangalore,05-03-2020 18:15,0,0,1,0,0,13.0713565,77.7418874
Golden Leaf Luxury Apartment bangalore,06-03-2020 17:30,0,1,0,0,0,13.0713565,77.741935
MIMS Residency bangalore,07-03-2020 20:20,0,1,0,0,0,13.0721162,77.741935
ATZ Ultima bangalore,07-03-2020 21:05,0,0,1,0,0,13.0721162,77.741935
Adarsh Palm Retreat bangalore,07-03-2020 17:00,0,0,1,0,0,13.0721162,77.741935
Pashmina Waterfront bangalore,05-03-2020 12:10,1,0,0,0,0,13.0721162,77.742095
Bren Edgewaters bangalore,28-02-2020 15:40,0,0,1,0,0,13.0726436,77.742095
Casagrand Royce bangalore,03-03-2020 20:05,1,0,0,0,0,13.0726436,77.742095
Suvastu Oak Leaf bangalore,04-03-2020 20:00,0,0,1,0,0,13.0726436,77.742095
Maarq Alpha bangalore,06-03-2020 14:30,0,1,0,0,0,13.0726436,77.7424363
Ecolife Elements Of Nature bangalore,03-03-2020 16:10,0,1,0,0,0,13.0726436,77.7424363
The Lake View Address bangalore,01-03-2020 12:20,0,1,0,0,0,13.0726436,77.7424363
Hita Malibu Rosita bangalore,28-02-2020 19:50,0,0,1,0,0,13.0726436,77.7425161
Salarpuria Sattva Misty Charm bangalore,28-02-2020 11:55,0,1,0,0,0,13.0726436,77.7425161
Keystone Sarovar bangalore,28-02-2020 10:30,0,1,0,0,0,13.0730645,77.7425161
Purva Vantage bangalore,28-02-2020 22:00,0,0,1,0,0,13.0730645,77.7425161
Garuda Royal Homes bangalore,04-03-2020 22:00,0,0,1,0,0,13.0730645,77.7426949
DS & Jacks Needs 3 Project 276 bangalore,03-03-2020 21:20,0,0,1,0,0,13.0730645,77.7426949
Peninsula Solitaire bangalore,05-03-2020 19:45,1,0,0,0,0,13.073371,77.7426949
Bren Palms bangalore,03-03-2020 03:15,0,1,0,0,0,13.073371,77.7426949
Unishire The Weave bangalore,28-02-2020 22:30,0,1,0,0,0,13.0735045,77.7431417
DSR Sunrise Towers bangalore,01-03-2020 08:55,1,0,0,0,0,13.0735045,77.7431417
Brigade Northridge - Phase 1 bangalore,03-03-2020 20:05,1,0,0,0,0,13.0735045,77.7431417
Sobha Eternia bangalore,28-02-2020 11:00,0,0,1,0,0,13.073524,77.7431417
Sobha Daffodil bangalore,01-03-2020 17:20,0,1,0,0,0,13.073524,77.7435987
KR Grand View Heights bangalore,07-03-2020 12:20,0,1,0,0,0,13.073524,77.7435987
Svamitva Emerald Square bangalore,07-03-2020 10:35,0,1,0,0,0,13.073524,77.7435987
Cleartitle The Rare Earth bangalore,05-03-2020 18:15,0,0,1,0,0,13.0754163,77.7435987
Cattleya Sriven Nest bangalore,03-03-2020 19:45,1,0,0,0,0,13.0754163,77.7436449
Prestige Palms bangalore,03-03-2020 11:20,0,1,0,0,0,13.0754163,77.7436449
Skanda Nirvana bangalore,28-02-2020 20:00,0,0,1,0,0,13.0754163,77.7436449
DSR White Waters Phase II bangalore,07-03-2020 20:20,0,1,0,0,0,13.0756934,77.7436449
Hebron Avenue bangalore,07-03-2020 19:05,0,1,0,0,0,13.0756934,77.743832
Disha Loharuka SOLARIS bangalore,05-03-2020 19:30,0,0,1,0,0,13.0756934,77.743832
Prestige Glenwood bangalore,05-03-2020 00:45,0,0,1,0,0,13.0756934,77.743832
Aratt Cityscapes Apartment bangalore,06-03-2020 17:25,0,0,1,0,0,13.0760867,77.7439053
V Venture Essence bangalore,28-02-2020 22:30,1,0,0,0,0,13.0760867,77.7439053
Kumar Princetown Royale bangalore,05-03-2020 14:00,0,1,0,0,0,13.0760867,77.7439053
Citrus Aries Lakeview bangalore,01-03-2020 15:30,0,0,0,1,0,13.0761452,77.7439053
Assetz Marq bangalore,28-02-2020 19:00,0,0,1,0,0,13.0761452,77.7439856
Sumadhura Eden Garden bangalore,28-02-2020 03:00,0,0,1,0,0,13.0761452,77.7439856
Svamitva Emerald Square bangalore,7/3/2020 16.42 ,0,0,1,0,0,13.0761452,77.7439856
Prestige Royal Garden 1 bangalore,04-03-2020 19:05,0,1,0,0,0,13.0764068,77.7439856
Sashank Aavaas bangalore,01-03-2020 00:55,0,1,0,0,0,13.0764068,77.7446716
SJR Hamilton Homes bangalore,01-03-2020 18:25,0,0,1,0,0,13.0764068,77.7446716
Sobha Forest Edge bangalore,05-03-2020 03:30,0,0,1,0,0,13.0764068,77.7446716
DSR White Waters bangalore,03-03-2020 21:20,0,0,1,0,0,13.0767278,77.7446716
AR Splendor Park bangalore,07-03-2020 14:50,0,1,0,0,0,13.0767278,77.7450129
Poorvi Shreenivasa Grand bangalore,05-03-2020 10:00,0,1,0,0,0,13.0767278,77.7450129
Shriram Greenfield Phase 2 bangalore,28-02-2020 01:00,0,0,1,0,0,13.0767278,77.7450129
Legacy Cirocco bangalore,07-03-2020 03:50,0,0,1,0,0,13.0767319,77.7450129
Shriram Chirping Woods Villament bangalore,01-03-2020 15:35,0,1,0,0,0,13.0767319,77.7450129
Brigade Woods bangalore,01-03-2020 01:45,1,0,0,0,0,13.0767319,77.7450129
Prestige Spencer Heights bangalore,01-03-2020 11:45,0,0,1,0,0,13.0767319,77.7450129
Prestige Notting Hill bangalore,05-03-2020 13:30,0,0,1,0,0,13.0767319,77.7452412
The Phoenix Mills Kessaku bangalore,28-02-2020 15:00,0,0,1,0,0,13.0767319,77.7452412
Vishwapriya Vertical Garden bangalore,07-03-2020 00:35,0,0,1,0,0,13.0767319,77.7461421
Roma Epicurean bangalore,28-02-2020 19:05,0,0,1,0,0,13.0769388,77.7461421
GM Infinite E City Town Phase I bangalore,01-03-2020 15:15,0,0,0,1,0,13.0769388,77.7461421
RNS Shrinikethan bangalore,28-02-2020 18:00,0,1,0,0,0,13.0769388,77.7466265
Century Linea bangalore,03-03-2020 23:10,0,1,0,0,0,13.077151,77.7466265
Samhita Elite bangalore,04-03-2020 13:30,0,0,1,0,0,13.077151,77.7466265
SGS Silver Oak bangalore,28-02-2020 15:40,0,0,1,0,0,13.077151,77.7466265
MDVR Byrathi Residency bangalore,06-03-2020 17:30,0,1,0,0,0,13.077676,77.7466265
Shanders Dwellington bangalore,05-03-2020 14:55,1,0,0,0,0,13.077676,77.7466265
Purva Coronation Square bangalore,05-03-2020 21:00,0,0,1,0,0,13.077676,77.7466265
Myhna Maple bangalore,06-03-2020 13:45,0,1,0,0,0,13.077676,77.7477855
Celebrity Square bangalore,28-02-2020 12:00,1,0,0,0,0,13.0776893,77.7477855
